#            configname    selected           comp(a)    formation_energy    clex(formation_energy)    hull_dist(ALL,comp)    clex_hull_dist(ALL,comp)        comp_n(Na)
    SCEL2_2_1_1_0_0_0/200         1        0.41666667         0.00762280                 0.01363494             0.50214870                  0.45725243        5.50000000
    SCEL2_2_1_1_0_0_0/201         1        0.41666667         0.07883598                 0.03907015             0.57336189                  0.48268764        5.50000000
    SCEL2_2_1_1_0_0_0/202         1        0.41666667         0.08487135                 0.06385402             0.57939725                  0.50747150        5.50000000
    SCEL2_2_1_1_0_0_0/203         1        0.41666667         -0.08673464                -0.09959615            0.40779127                  0.34402133        5.50000000
    SCEL2_2_1_1_0_0_0/204         1        0.41666667         0.01698232                 0.00108968             0.51150822                  0.44470717        5.50000000
    SCEL2_2_1_1_0_0_0/205         1        0.41666667         0.18347317                 0.16630191             0.67799907                  0.60991940        5.50000000
    SCEL2_2_1_1_0_0_0/206         1        0.41666667         0.30252495                 0.30142546             0.79705085                  0.74504294        5.50000000
    SCEL2_2_1_1_0_0_0/207         1        0.41666667         0.01889394                 0.02077289             0.51341984                  0.46439037        5.50000000
    SCEL2_2_1_1_0_0_0/208         1        0.41666667         0.07692601                 0.09861696             0.57145191                  0.54223445        5.50000000
    SCEL2_2_1_1_0_0_0/209         1        0.41666667         0.12925452                 0.12285787             0.62378042                  0.56647536        5.50000000
    SCEL2_2_1_1_0_0_0/21          1        0.75000000         -0.02132720                -0.01410816            0.21408690                  0.17427719        3.50000000
    SCEL2_2_1_1_0_0_0/210         1        0.41666667         0.02145907                 0.02955967             0.51598498                  0.47317715        5.50000000
    SCEL2_2_1_1_0_0_0/211         1        0.41666667         0.00143093                 -0.00563077            0.49595684                  0.43798671        5.50000000
    SCEL2_2_1_1_0_0_0/212         1        0.41666667         -0.07676615                -0.09255823            0.41775976                  0.35105926        5.50000000
    SCEL2_2_1_1_0_0_0/213         1        0.41666667         0.08575089                 0.06933645             0.58027680                  0.51295394        5.50000000
    SCEL2_2_1_1_0_0_0/214         1        0.41666667         0.05127056                 0.05921776             0.54579646                  0.50283525        5.50000000
    SCEL2_2_1_1_0_0_0/215         1        0.41666667         0.21472685                 0.23802256             0.70925276                  0.68164004        5.50000000
    SCEL2_2_1_1_0_0_0/216         1        0.41666667         0.00014494                 0.00648193             0.49467084                  0.45009941        5.50000000
    SCEL2_2_1_1_0_0_0/217         1        0.41666667         -0.03042640                -0.02758734            0.46409950                  0.41603015        5.50000000
    SCEL2_2_1_1_0_0_0/22          1        0.75000000         0.05932457                 0.04509031             0.29473867                  0.23347566        3.50000000
    SCEL2_2_1_1_0_0_0/23          1        0.75000000         0.01448263                 0.00562116             0.24989673                  0.19400651        3.50000000
    SCEL2_2_1_1_0_0_0/231         1        0.91666667         0.51541685                 0.48901095             0.59389103                  0.54978023        2.50000000
    SCEL2_2_1_1_0_0_0/239         1        0.91666667         0.59145805                 0.53760678             0.66993223                  0.59837606        2.50000000
    SCEL2_2_1_1_0_0_0/24          1        0.75000000         0.01498145                 0.01938895             0.25039555                  0.20777430        3.50000000
    SCEL2_2_1_1_0_0_0/241         1        0.91666667         0.51384778                 0.48982550             0.59232196                  0.55059479        2.50000000
    SCEL2_2_1_1_0_0_0/244         1        0.91666667         0.48117641                 0.46250502             0.55965059                  0.52327430        2.50000000
    SCEL2_2_1_1_0_0_0/245         1        0.91666667         0.51162461                 0.52482681             0.59009879                  0.58559610        2.50000000
    SCEL2_2_1_1_0_0_0/247         1        0.91666667         0.43887149                 0.39992095             0.51734567                  0.46069024        2.50000000
    SCEL2_2_1_1_0_0_0/25          1        0.75000000         0.05802003                 0.05255634             0.29343413                  0.24094169        3.50000000
    SCEL2_2_1_1_0_0_0/26          1        0.75000000         -0.01569287                -0.03198655            0.21972123                  0.15639880        3.50000000
    SCEL2_2_1_1_0_0_0/263         1        0.91666667         0.59158223                 0.54348319             0.67005641                  0.60425247        2.50000000
    SCEL2_2_1_1_0_0_0/264         1        0.91666667         0.51588430                 0.48017770             0.59435848                  0.54094698        2.50000000
    SCEL2_2_1_1_0_0_0/266         1        0.91666667         0.51790190                 0.48803898             0.59637608                  0.54880827        2.50000000
    SCEL2_2_1_1_0_0_0/27          1        0.75000000         0.06508007                 0.05640808             0.30049416                  0.24479343        3.50000000
    SCEL2_2_1_1_0_0_0/274         1        0.50000000         -0.07785684                -0.06564161            0.39296713                  0.31416784        5.00000000
    SCEL2_2_1_1_0_0_0/275         1        0.50000000         -0.03791323                -0.03232132            0.43291074                  0.34748813        5.00000000
    SCEL2_2_1_1_0_0_0/276         1        0.50000000         -0.04795524                -0.05376525            0.42286873                  0.32604420        5.00000000
    SCEL2_2_1_1_0_0_0/277         1        0.50000000         0.07718892                 0.07532810             0.54801289                  0.45513755        5.00000000
    SCEL2_2_1_1_0_0_0/278         1        0.50000000         -0.00076217                0.02374957             0.47006181                  0.40355903        5.00000000
    SCEL2_2_1_1_0_0_0/279         1        0.50000000         0.00591389                 -0.01964361            0.47673786                  0.36016584        5.00000000
    SCEL2_2_1_1_0_0_0/28          1        0.75000000         0.00537938                 -0.01306813            0.24079347                  0.17531722        3.50000000
    SCEL2_2_1_1_0_0_0/280         1        0.50000000         0.34310632                 0.39012953             0.81393029                  0.76993899        5.00000000
    SCEL2_2_1_1_0_0_0/281         1        0.50000000         0.05410002                 0.06769657             0.52492399                  0.44750602        5.00000000
    SCEL2_2_1_1_0_0_0/282         1        0.50000000         0.11110782                 0.10735653             0.58193180                  0.48716599        5.00000000
    SCEL2_2_1_1_0_0_0/283         1        0.50000000         -0.00770950                -0.00022253            0.46311447                  0.37958692        5.00000000
    SCEL2_2_1_1_0_0_0/284         1        0.50000000         -0.02230322                -0.01598924            0.44852075                  0.36382021        5.00000000
    SCEL2_2_1_1_0_0_0/285         1        0.50000000         0.34587992                 0.38472566             0.81670389                  0.76453511        5.00000000
    SCEL2_2_1_1_0_0_0/286         1        0.50000000         -0.04900559                -0.08043560            0.42181838                  0.29937385        5.00000000
    SCEL2_2_1_1_0_0_0/287         1        0.50000000         -0.05025698                -0.05237393            0.42056699                  0.32743553        5.00000000
    SCEL2_2_1_1_0_0_0/288         1        0.50000000         0.03888945                 0.07867528             0.50971342                  0.45848473        5.00000000
    SCEL2_2_1_1_0_0_0/289         1        0.50000000         0.12087051                 0.08750066             0.59169448                  0.46731011        5.00000000
    SCEL2_2_1_1_0_0_0/29          1        0.75000000         0.11012922                 0.10967840             0.34554332                  0.29806375        3.50000000
    SCEL2_2_1_1_0_0_0/290         1        0.50000000         0.04597337                 0.03416096             0.51679734                  0.41397041        5.00000000
    SCEL2_2_1_1_0_0_0/291         1        0.50000000         0.04531864                 0.05469686             0.51614261                  0.43450631        5.00000000
    SCEL2_2_1_1_0_0_0/292         1        0.50000000         -0.05972230                -0.03800993            0.41110167                  0.34179953        5.00000000
    SCEL2_2_1_1_0_0_0/293         1        0.50000000         0.01412732                 0.01131062             0.48495130                  0.39112007        5.00000000
    SCEL2_2_1_1_0_0_0/294         1        0.50000000         -0.02922628                -0.03931211            0.44159769                  0.34049734        5.00000000
    SCEL2_2_1_1_0_0_0/295         1        0.50000000         0.13803633                 0.12225754             0.60886030                  0.50206699        5.00000000
    SCEL2_2_1_1_0_0_0/296         1        0.50000000         0.03268203                 0.04721228             0.50350601                  0.42702173        5.00000000
    SCEL2_2_1_1_0_0_0/297         1        0.50000000         0.04667776                 0.04862564             0.51750173                  0.42843510        5.00000000
    SCEL2_2_1_1_0_0_0/298         1        0.50000000         -0.02572984                -0.00100905            0.44509414                  0.37880040        5.00000000
    SCEL2_2_1_1_0_0_0/299         1        0.50000000         -0.03058231                -0.02295830            0.44024167                  0.35685115        5.00000000
    SCEL2_2_1_1_0_0_0/3           1        0.75000000         0.02372347                 0.01159536             0.25913757                  0.19998071        3.50000000
    SCEL2_2_1_1_0_0_0/300         1        0.50000000         0.02741751                 0.00415719             0.49824148                  0.38396665        5.00000000
    SCEL2_2_1_1_0_0_0/301         1        0.50000000         0.16974990                 0.15634965             0.64057387                  0.53615910        5.00000000
    SCEL2_2_1_1_0_0_0/302         1        0.50000000         0.05037916                 0.04318138             0.52120314                  0.42299084        5.00000000
    SCEL2_2_1_1_0_0_0/303         1        0.50000000         -0.02767621                -0.01323951            0.44314776                  0.36656994        5.00000000
    SCEL2_2_1_1_0_0_0/304         1        0.50000000         -0.01028980                -0.00006270            0.46053417                  0.37974675        5.00000000
    SCEL2_2_1_1_0_0_0/305         1        0.50000000         0.00125734                 -0.01315738            0.47208132                  0.36665207        5.00000000
    SCEL2_2_1_1_0_0_0/306         1        0.50000000         0.13268697                 0.14532599             0.60351095                  0.52513545        5.00000000
    SCEL2_2_1_1_0_0_0/307         1        0.50000000         0.10472462                 0.13124119             0.57554859                  0.51105064        5.00000000
    SCEL2_2_1_1_0_0_0/309         1        0.50000000         0.19736897                 0.19015114             0.66819294                  0.56996059        5.00000000
    SCEL2_2_1_1_0_0_0/31          1        0.75000000         0.17469174                 0.17916415             0.41010583                  0.36754950        3.50000000
    SCEL2_2_1_1_0_0_0/310         1        0.50000000         0.15750042                 0.17374414             0.62832439                  0.55355359        5.00000000
    SCEL2_2_1_1_0_0_0/311         1        0.50000000         0.19926230                 0.21153555             0.67008628                  0.59134500        5.00000000
    SCEL2_2_1_1_0_0_0/312         1        0.50000000         -0.06822797                -0.05224572            0.40259601                  0.32756373        5.00000000
    SCEL2_2_1_1_0_0_0/313         1        0.50000000         -0.05082030                -0.03963714            0.42000368                  0.34017231        5.00000000
    SCEL2_2_1_1_0_0_0/315         1        0.50000000         -0.03864184                -0.04204253            0.43218214                  0.33776692        5.00000000
    SCEL2_2_1_1_0_0_0/317         1        0.50000000         -0.00703753                0.00341394             0.46378645                  0.38322339        5.00000000
    SCEL2_2_1_1_0_0_0/318         1        0.50000000         -0.00133927                -0.01263820            0.46948470                  0.36717125        5.00000000
    SCEL2_2_1_1_0_0_0/319         1        0.50000000         -0.00306944                -0.01522525            0.46775453                  0.36458420        5.00000000
    SCEL2_2_1_1_0_0_0/32          1        0.75000000         -0.04656150                -0.04431808            0.18885260                  0.14406727        3.50000000
    SCEL2_2_1_1_0_0_0/320         1        0.50000000         -0.03285303                -0.04144335            0.43797094                  0.33836610        5.00000000
    SCEL2_2_1_1_0_0_0/321         1        0.50000000         0.21657292                 0.19402521             0.68739689                  0.57383466        5.00000000
    SCEL2_2_1_1_0_0_0/323         1        0.50000000         0.11147337                 0.12722650             0.58229735                  0.50703596        5.00000000
    SCEL2_2_1_1_0_0_0/324         1        0.50000000         0.09318903                 0.10772957             0.56401300                  0.48753902        5.00000000
    SCEL2_2_1_1_0_0_0/325         1        0.50000000         -0.04857047                -0.05020399            0.42225350                  0.32960546        5.00000000
    SCEL2_2_1_1_0_0_0/326         1        0.50000000         0.00955274                 0.03030509             0.48037671                  0.41011454        5.00000000
    SCEL2_2_1_1_0_0_0/327         1        0.50000000         -0.07837152                -0.10782854            0.39245246                  0.27198091        5.00000000
    SCEL2_2_1_1_0_0_0/328         1        0.50000000         0.10585802                 0.08649515             0.57668200                  0.46630460        5.00000000
    SCEL2_2_1_1_0_0_0/329         1        0.50000000         0.20387745                 0.22781681             0.67470143                  0.60762626        5.00000000
    SCEL2_2_1_1_0_0_0/33          1        0.75000000         0.03838255                 0.05120255             0.27379665                  0.23958790        3.50000000
    SCEL2_2_1_1_0_0_0/330         1        0.50000000         0.08227339                 0.09305573             0.55309736                  0.47286518        5.00000000
    SCEL2_2_1_1_0_0_0/331         1        0.50000000         0.01265867                 0.03680736             0.48348265                  0.41661681        5.00000000
    SCEL2_2_1_1_0_0_0/332         1        0.50000000         0.08127318                 0.06918759             0.55209715                  0.44899705        5.00000000
    SCEL2_2_1_1_0_0_0/333         1        0.50000000         0.04437260                 0.02157047             0.51519657                  0.40137992        5.00000000
    SCEL2_2_1_1_0_0_0/334         1        0.50000000         0.08404122                 0.08477789             0.55486519                  0.46458734        5.00000000
    SCEL2_2_1_1_0_0_0/335         1        0.25000000         0.13217652                 0.12145890             0.52084639                  0.50202804        6.50000000
    SCEL2_2_1_1_0_0_0/336         1        0.25000000         0.09831112                 0.09378919             0.48698098                  0.47435833        6.50000000
    SCEL2_2_1_1_0_0_0/337         1        0.25000000         -0.00693271                0.01012673             0.38173715                  0.39069587        6.50000000
    SCEL2_2_1_1_0_0_0/338         1        0.25000000         -0.01770113                0.00204629             0.37096873                  0.38261543        6.50000000
    SCEL2_2_1_1_0_0_0/339         1        0.25000000         0.10768918                 0.09791040             0.49635904                  0.47847954        6.50000000
    SCEL2_2_1_1_0_0_0/340         1        0.25000000         -0.02648486                -0.00105944            0.36218500                  0.37950970        6.50000000
    SCEL2_2_1_1_0_0_0/341         1        0.25000000         0.13201435                 0.12090765             0.52068421                  0.50147679        6.50000000
    SCEL2_2_1_1_0_0_0/342         1        0.25000000         0.00388251                 -0.00494374            0.39255237                  0.37562540        6.50000000
    SCEL2_2_1_1_0_0_0/343         1        0.25000000         -0.04003880                -0.05174036            0.34863106                  0.32882878        6.50000000
    SCEL2_2_1_1_0_0_0/344         1        0.25000000         -0.03007286                -0.00473561            0.35859700                  0.37583353        6.50000000
    SCEL2_2_1_1_0_0_0/345         1        0.25000000         -0.00716875                -0.01332980            0.38150112                  0.36723934        6.50000000
    SCEL2_2_1_1_0_0_0/346         1        0.25000000         -0.02697887                -0.02727038            0.36169099                  0.35329876        6.50000000
    SCEL2_2_1_1_0_0_0/347         1        0.25000000         -0.10073391                -0.09717556            0.28793596                  0.28339358        6.50000000
    SCEL2_2_1_1_0_0_0/348         1        0.25000000         -0.02799183                -0.04024408            0.36067804                  0.34032506        6.50000000
    SCEL2_2_1_1_0_0_0/349         1        0.25000000         0.16436360                 0.16470351             0.55303347                  0.54527265        6.50000000
    SCEL2_2_1_1_0_0_0/35          1        0.75000000         0.01689053                 0.02266453             0.25230463                  0.21104988        3.50000000
    SCEL2_2_1_1_0_0_0/350         1        0.25000000         0.18420060                 0.16470351             0.57287047                  0.54527265        6.50000000
    SCEL2_2_1_1_0_0_0/351         1        0.25000000         0.13910015                 0.13109253             0.52777002                  0.51166167        6.50000000
    SCEL2_2_1_1_0_0_0/352         1        0.25000000         0.05423407                 0.01658448             0.44290393                  0.39715362        6.50000000
    SCEL2_2_1_1_0_0_0/353         1        0.25000000         -0.04069645                -0.00141026            0.34797342                  0.37915888        6.50000000
    SCEL2_2_1_1_0_0_0/354         1        0.25000000         -0.02875740                -0.01607794            0.35991246                  0.36449120        6.50000000
    SCEL2_2_1_1_0_0_0/355         1        0.25000000         0.02107003                 0.03175029             0.40973989                  0.41231943        6.50000000
    SCEL2_2_1_1_0_0_0/356         1        0.25000000         -0.01719290                -0.02799815            0.37147696                  0.35257099        6.50000000
    SCEL2_2_1_1_0_0_0/357         1        0.25000000         0.03504156                 0.03101605             0.42371142                  0.41158519        6.50000000
    SCEL2_2_1_1_0_0_0/358         1        0.25000000         -0.00114639                0.00030311             0.38752348                  0.38087225        6.50000000
    SCEL2_2_1_1_0_0_0/359         1        0.25000000         -0.00706470                -0.01472558            0.38160516                  0.36584356        6.50000000
    SCEL2_2_1_1_0_0_0/36          1        0.75000000         0.21058399                 0.20041851             0.44599808                  0.38880386        3.50000000
    SCEL2_2_1_1_0_0_0/360         1        0.25000000         0.01681912                 0.02344000             0.40548899                  0.40400914        6.50000000
    SCEL2_2_1_1_0_0_0/361         1        0.25000000         -0.04943916                -0.05518621            0.33923070                  0.32538293        6.50000000
    SCEL2_2_1_1_0_0_0/362         1        0.25000000         0.02870197                 0.01535721             0.41737184                  0.39592635        6.50000000
    SCEL2_2_1_1_0_0_0/363         1        0.25000000         -0.04652412                -0.02935516            0.34214575                  0.35121398        6.50000000
    SCEL2_2_1_1_0_0_0/364         1        0.25000000         0.07671562                 0.06361748             0.46538548                  0.44418662        6.50000000
    SCEL2_2_1_1_0_0_0/366         1        0.25000000         0.13130570                 0.14291119             0.51997557                  0.52348033        6.50000000
    SCEL2_2_1_1_0_0_0/367         1        0.25000000         -0.06972353                -0.06378520            0.31894633                  0.31678394        6.50000000
    SCEL2_2_1_1_0_0_0/368         1        0.25000000         -0.03281028                -0.02379202            0.35585958                  0.35677711        6.50000000
    SCEL2_2_1_1_0_0_0/370         1        0.25000000         0.00999809                 -0.00963012            0.39866795                  0.37093902        6.50000000
    SCEL2_2_1_1_0_0_0/371         1        0.25000000         0.18424527                 0.18875118             0.57291513                  0.56932032        6.50000000
    SCEL2_2_1_1_0_0_0/372         1        0.25000000         0.08138855                 0.07651786             0.47005842                  0.45708700        6.50000000
    SCEL2_2_1_1_0_0_0/373         1        0.25000000         0.00690895                 0.01909750             0.39557881                  0.39966664        6.50000000
    SCEL2_2_1_1_0_0_0/374         1        0.25000000         0.05774049                 0.06368034             0.44641035                  0.44424948        6.50000000
    SCEL2_2_1_1_0_0_0/377         1        0.25000000         0.00978520                 0.01496283             0.39845507                  0.39553197        6.50000000
    SCEL2_2_1_1_0_0_0/378         1        0.25000000         0.02265777                 0.00747012             0.41132763                  0.38803926        6.50000000
    SCEL2_2_1_1_0_0_0/379         1        0.25000000         -0.01809012                0.01294778             0.37057974                  0.39351692        6.50000000
    SCEL2_2_1_1_0_0_0/38          1        0.75000000         0.03188511                 0.03707306             0.26729920                  0.22545841        3.50000000
    SCEL2_2_1_1_0_0_0/380         1        0.25000000         0.11956057                 0.10356094             0.50823043                  0.48413008        6.50000000
    SCEL2_2_1_1_0_0_0/381         1        0.25000000         0.01911164                 0.03033412             0.40778151                  0.41090326        6.50000000
    SCEL2_2_1_1_0_0_0/382         1        0.25000000         -0.02677983                -0.05161660            0.36189003                  0.32895254        6.50000000
    SCEL2_2_1_1_0_0_0/383         1        0.25000000         0.02561819                 0.04760263             0.41428805                  0.42817177        6.50000000
    SCEL2_2_1_1_0_0_0/384         1        0.25000000         0.01340123                 0.02964732             0.40207109                  0.41021646        6.50000000
    SCEL2_2_1_1_0_0_0/385         1        0.25000000         -0.07319281                -0.06283195            0.31547705                  0.31773719        6.50000000
    SCEL2_2_1_1_0_0_0/386         1        0.25000000         0.01902971                 0.04397784             0.40769958                  0.42454698        6.50000000
    SCEL2_2_1_1_0_0_0/387         1        0.25000000         -0.12232719                -0.10266022            0.26634267                  0.27790892        6.50000000
    SCEL2_2_1_1_0_0_0/388         1        0.25000000         0.15226238                 0.12569657             0.54093225                  0.50626571        6.50000000
    SCEL2_2_1_1_0_0_0/389         1        0.25000000         0.00112340                 0.00179178             0.38979327                  0.38236092        6.50000000
    SCEL2_2_1_1_0_0_0/39          1        0.75000000         0.10967124                 0.08941326             0.34508534                  0.27779861        3.50000000
    SCEL2_2_1_1_0_0_0/390         1        0.25000000         -0.04255637                -0.04734729            0.34611349                  0.33322185        6.50000000
    SCEL2_2_1_1_0_0_0/391         1        0.25000000         0.16441796                 0.16448643             0.55308783                  0.54505557        6.50000000
    SCEL2_2_1_1_0_0_0/392         1        0.25000000         0.04262323                 0.02625362             0.43129310                  0.40682276        6.50000000
    SCEL2_2_1_1_0_0_0/393         1        0.25000000         0.09925567                 0.08489436             0.48792554                  0.46546350        6.50000000
    SCEL2_2_1_1_0_0_0/394         1        0.25000000         0.05523117                 0.03632762             0.44390104                  0.41689676        6.50000000
    SCEL2_2_1_1_0_0_0/395         1        0.25000000         0.02183574                 0.02617554             0.41050561                  0.40674468        6.50000000
    SCEL2_2_1_1_0_0_0/396         1        0.25000000         0.03957537                 0.02617554             0.42824524                  0.40674468        6.50000000
    SCEL2_2_1_1_0_0_0/397         1        0.25000000         -0.03820002                -0.06566070            0.35046985                  0.31490844        6.50000000
    SCEL2_2_1_1_0_0_0/398         1        0.83333333         0.06127219                 0.06334258             0.21821633                  0.18791989        3.00000000
    SCEL2_2_1_1_0_0_0/399         1        0.83333333         0.05644893                 0.06268335             0.21339307                  0.18726067        3.00000000
    SCEL2_2_1_1_0_0_0/4           1        0.75000000         0.14621110                 0.15074130             0.38162520                  0.33912665        3.50000000
    SCEL2_2_1_1_0_0_0/401         1        0.83333333         0.10962428                 0.11349819             0.26656842                  0.23807551        3.00000000
    SCEL2_2_1_1_0_0_0/402         1        0.83333333         0.02598502                 0.02275603             0.18292916                  0.14733334        3.00000000
    SCEL2_2_1_1_0_0_0/403         1        0.83333333         0.01709184                 0.02964581             0.17403598                  0.15422313        3.00000000
    SCEL2_2_1_1_0_0_0/404         1        0.83333333         -0.00220298                -0.00057199            0.15474116                  0.12400533        3.00000000
    SCEL2_2_1_1_0_0_0/405         1        0.83333333         -0.01145242                -0.00559131            0.14549172                  0.11898601        3.00000000
    SCEL2_2_1_1_0_0_0/406         1        0.83333333         0.10108082                 0.11409705             0.25802496                  0.23867436        3.00000000
    SCEL2_2_1_1_0_0_0/407         1        0.83333333         0.10989981                 0.10978368             0.26684395                  0.23436099        3.00000000
    SCEL2_2_1_1_0_0_0/408         1        0.83333333         -0.03627076                -0.04892865            0.12067338                  0.07564867        3.00000000
    SCEL2_2_1_1_0_0_0/409         1        0.83333333         -0.01692668                -0.03293926            0.14001746                  0.09163806        3.00000000
    SCEL2_2_1_1_0_0_0/410         1        0.83333333         0.08048572                 0.07255481             0.23742986                  0.19713213        3.00000000
    SCEL2_2_1_1_0_0_0/411         1        0.83333333         0.11124798                 0.11616705             0.26819212                  0.24074437        3.00000000
    SCEL2_2_1_1_0_0_0/413         1        0.83333333         0.08243867                 0.09250296             0.23938281                  0.21708028        3.00000000
    SCEL2_2_1_1_0_0_0/414         1        0.83333333         0.08109599                 0.07553737             0.23804013                  0.20011468        3.00000000
    SCEL2_2_1_1_0_0_0/415         1        0.83333333         -0.00104765                0.00229880             0.15589649                  0.12687612        3.00000000
    SCEL2_2_1_1_0_0_0/416         1        0.83333333         0.09320039                 0.10705234             0.25014453                  0.23162966        3.00000000
    SCEL2_2_1_1_0_0_0/417         1        0.83333333         0.13034682                 0.14082676             0.28729096                  0.26540407        3.00000000
    SCEL2_2_1_1_0_0_0/419         1        0.83333333         0.12489612                 0.11015008             0.28184026                  0.23472740        3.00000000
    SCEL2_2_1_1_0_0_0/42          1        0.75000000         0.05583747                 0.02945709             0.29125157                  0.21784244        3.50000000
    SCEL2_2_1_1_0_0_0/420         1        0.83333333         0.01225430                 0.02861202             0.16919844                  0.15318934        3.00000000
    SCEL2_2_1_1_0_0_0/421         1        0.83333333         0.04816518                 0.05689721             0.20510932                  0.18147453        3.00000000
    SCEL2_2_1_1_0_0_0/422         1        0.83333333         0.04457319                 0.05222915             0.20151733                  0.17680646        3.00000000
    SCEL2_2_1_1_0_0_0/423         1        0.83333333         0.04831804                 0.05274030             0.20526218                  0.17731762        3.00000000
    SCEL2_2_1_1_0_0_0/425         1        0.83333333         0.07249890                 0.07825696             0.22944304                  0.20283428        3.00000000
    SCEL2_2_1_1_0_0_0/426         1        0.83333333         0.02141149                 0.02395220             0.17835563                  0.14852952        3.00000000
    SCEL2_2_1_1_0_0_0/427         1        0.83333333         0.02019997                 0.03224816             0.17714411                  0.15682547        3.00000000
    SCEL2_2_1_1_0_0_0/428         1        0.83333333         0.06543706                 0.05032170             0.22238120                  0.17489902        3.00000000
    SCEL2_2_1_1_0_0_0/429         1        0.83333333         0.02828927                 0.01950961             0.18523341                  0.14408693        3.00000000
    SCEL2_2_1_1_0_0_0/430         1        0.83333333         -0.04789908                -0.06511642            0.10904506                  0.05946090        3.00000000
    SCEL2_2_1_1_0_0_0/431         1        0.83333333         0.04516280                 0.04153204             0.20210694                  0.16610935        3.00000000
    SCEL2_2_1_1_0_0_0/432         1        0.83333333         0.03762182                 0.05322672             0.19456596                  0.17780403        3.00000000
    SCEL2_2_1_1_0_0_0/433         1        0.83333333         0.05939178                 0.05494538             0.21633592                  0.17952269        3.00000000
    SCEL2_2_1_1_0_0_0/435         1        0.83333333         0.02362668                 0.01802457             0.18057082                  0.14260188        3.00000000
    SCEL2_2_1_1_0_0_0/436         1        0.83333333         0.05895326                 0.08992637             0.21589740                  0.21450368        3.00000000
    SCEL2_2_1_1_0_0_0/437         1        0.83333333         0.07532236                 0.03827885             0.23226650                  0.16285616        3.00000000
    SCEL2_2_1_1_0_0_0/439         1        0.83333333         0.06271200                 0.06592390             0.21965614                  0.19050121        3.00000000
    SCEL2_2_1_1_0_0_0/44          1        0.75000000         0.06681577                 0.04244146             0.30222987                  0.23082681        3.50000000
    SCEL2_2_1_1_0_0_0/440         1        0.83333333         0.01497006                 0.01651829             0.17191420                  0.14109560        3.00000000
    SCEL2_2_1_1_0_0_0/441         1        0.83333333         0.05330935                 0.04438633             0.21025349                  0.16896364        3.00000000
    SCEL2_2_1_1_0_0_0/442         1        0.83333333         0.08723632                 0.10514356             0.24418046                  0.22972087        3.00000000
    SCEL2_2_1_1_0_0_0/443         1        0.83333333         0.08232143                 0.08172805             0.23926557                  0.20630537        3.00000000
    SCEL2_2_1_1_0_0_0/444         1        0.83333333         0.07840315                 0.05529004             0.23534729                  0.17986736        3.00000000
    SCEL2_2_1_1_0_0_0/445         1        0.83333333         0.08472535                 0.06484386             0.24166949                  0.18942118        3.00000000
    SCEL2_2_1_1_0_0_0/446         1        0.83333333         0.03095044                 0.00374930             0.18789458                  0.12832662        3.00000000
    SCEL2_2_1_1_0_0_0/447         1        0.83333333         0.02210245                 0.04514970             0.17904659                  0.16972701        3.00000000
    SCEL2_2_1_1_0_0_0/448         1        0.83333333         0.00805124                 0.00111690             0.16499538                  0.12569422        3.00000000
    SCEL2_2_1_1_0_0_0/449         1        0.83333333         0.00677988                 0.02094052             0.16372402                  0.14551784        3.00000000
    SCEL2_2_1_1_0_0_0/45          1        0.75000000         0.07752057                 0.08917234             0.31293467                  0.27755769        3.50000000
    SCEL2_2_1_1_0_0_0/450         1        0.83333333         0.01705055                 0.02640659             0.17399469                  0.15098390        3.00000000
    SCEL2_2_1_1_0_0_0/451         1        0.83333333         0.02951567                 0.03007738             0.18645981                  0.15465470        3.00000000
    SCEL2_2_1_1_0_0_0/452         1        0.83333333         0.00326676                 0.02314764             0.16021090                  0.14772496        3.00000000
    SCEL2_2_1_1_0_0_0/453         1        0.83333333         -0.02863703                -0.01055608            0.12830711                  0.11402124        3.00000000
    SCEL2_2_1_1_0_0_0/455         1        0.83333333         0.01634128                 0.01971501             0.17328542                  0.14429233        3.00000000
    SCEL2_2_1_1_0_0_0/456         1        0.83333333         0.04944036                 0.04560326             0.20638450                  0.17018058        3.00000000
    SCEL2_2_1_1_0_0_0/457         1        0.83333333         0.07909939                 0.08941087             0.23604353                  0.21398819        3.00000000
    SCEL2_2_1_1_0_0_0/458         1        0.83333333         0.00305138                 -0.00497060            0.15999552                  0.11960672        3.00000000
    SCEL2_2_1_1_0_0_0/459         1        0.83333333         -0.09147240                -0.08483890            0.06547174                  0.03973842        3.00000000
    SCEL2_2_1_1_0_0_0/46          1        0.75000000         0.09408937                 0.08451506             0.32950347                  0.27290041        3.50000000
    SCEL2_2_1_1_0_0_0/460         1        0.16666667         0.03493579                 0.04455127             0.29404769                  0.29826403        7.00000000
    SCEL2_2_1_1_0_0_0/461         1        0.16666667         0.06903693                 0.04698937             0.32814883                  0.30070213        7.00000000
    SCEL2_2_1_1_0_0_0/462         1        0.16666667         -0.02552057                -0.00976081            0.23359133                  0.24395195        7.00000000
    SCEL2_2_1_1_0_0_0/463         1        0.16666667         0.04723399                 0.07603221             0.30634589                  0.32974497        7.00000000
    SCEL2_2_1_1_0_0_0/464         1        0.16666667         0.00604903                 -0.01388461            0.26516093                  0.23982815        7.00000000
    SCEL2_2_1_1_0_0_0/465         1        0.16666667         -0.02673957                -0.02202024            0.23237233                  0.23169252        7.00000000
    SCEL2_2_1_1_0_0_0/466         1        0.16666667         -0.05281610                -0.05867608            0.20629580                  0.19503668        7.00000000
