#            configname    selected           comp(a)    formation_energy    clex(formation_energy)    hull_dist(ALL,comp)    clex_hull_dist(ALL,comp)        comp_n(Na)
    SCEL2_2_1_1_0_0_0/467         1        0.16666667         -0.06387013                -0.07172184            0.19524177                  0.18199092        7.00000000
    SCEL2_2_1_1_0_0_0/468         1        0.16666667         0.05762613                 0.06855178             0.31673803                  0.32226454        7.00000000
    SCEL2_2_1_1_0_0_0/47          1        0.75000000         0.00478845                 0.01373080             0.24020255                  0.20211614        3.50000000
    SCEL2_2_1_1_0_0_0/470         1        0.16666667         -0.04101492                -0.05233788            0.21809698                  0.20137488        7.00000000
    SCEL2_2_1_1_0_0_0/471         1        0.16666667         -0.02064634                -0.00368547            0.23846556                  0.25002729        7.00000000
    SCEL2_2_1_1_0_0_0/472         1        0.16666667         -0.08915209                -0.06278618            0.16995981                  0.19092658        7.00000000
    SCEL2_2_1_1_0_0_0/473         1        0.16666667         0.07250416                 0.06652534             0.33161606                  0.32023810        7.00000000
    SCEL2_2_1_1_0_0_0/474         1        0.16666667         0.11234651                 0.09871179             0.37145841                  0.35242455        7.00000000
    SCEL2_2_1_1_0_0_0/475         1        0.16666667         -0.07795267                -0.07300969            0.18115923                  0.18070307        7.00000000
    SCEL2_2_1_1_0_0_0/476         1        0.16666667         0.05139502                 0.06042586             0.31050692                  0.31413862        7.00000000
    SCEL2_2_1_1_0_0_0/477         1        0.16666667         0.07411677                 0.04843221             0.33322867                  0.30214497        7.00000000
    SCEL2_2_1_1_0_0_0/478         1        0.16666667         0.02052740                 0.00589891             0.27963930                  0.25961167        7.00000000
    SCEL2_2_1_1_0_0_0/479         1        0.16666667         -0.03013937                -0.02845957            0.22897253                  0.22525319        7.00000000
    SCEL2_2_1_1_0_0_0/48          1        0.75000000         0.06249587                 0.07772153             0.29790996                  0.26610688        3.50000000
    SCEL2_2_1_1_0_0_0/480         1        0.16666667         0.08290781                 0.06947612             0.34201971                  0.32318888        7.00000000
    SCEL2_2_1_1_0_0_0/481         1        0.16666667         0.14306173                 0.12473884             0.40217363                  0.37845160        7.00000000
    SCEL2_2_1_1_0_0_0/483         1        0.16666667         0.05094564                 0.07829793             0.31005754                  0.33201069        7.00000000
    SCEL2_2_1_1_0_0_0/484         1        0.16666667         -0.03462624                -0.04678453            0.22448566                  0.20692823        7.00000000
    SCEL2_2_1_1_0_0_0/485         1        0.16666667         -0.02755874                0.00362382             0.23155316                  0.25733658        7.00000000
    SCEL2_2_1_1_0_0_0/486         1        0.16666667         -0.02171772                -0.01735544            0.23739418                  0.23635732        7.00000000
    SCEL2_2_1_1_0_0_0/487         1        0.16666667         -0.03173556                -0.01388395            0.22737634                  0.23982881        7.00000000
    SCEL2_2_1_1_0_0_0/488         1        0.16666667         0.03198338                 0.04488758             0.29109528                  0.29860034        7.00000000
    SCEL2_2_1_1_0_0_0/489         1        0.16666667         -0.02320219                0.01259072             0.23590971                  0.26630348        7.00000000
    SCEL2_2_1_1_0_0_0/49          1        0.75000000         0.04438687                 0.05976622             0.27980097                  0.24815157        3.50000000
    SCEL2_2_1_1_0_0_0/490         1        0.16666667         -0.00155804                -0.02109856            0.25755386                  0.23261420        7.00000000
    SCEL2_2_1_1_0_0_0/491         1        0.16666667         -0.08506978                -0.08380189            0.17404212                  0.16991087        7.00000000
    SCEL2_2_1_1_0_0_0/492         1        0.16666667         0.00366872                 -0.00692063            0.26278062                  0.24679213        7.00000000
    SCEL2_2_1_1_0_0_0/493         1        0.16666667         -0.05406024                -0.05588694            0.20505166                  0.19782582        7.00000000
    SCEL2_2_1_1_0_0_0/494         1        0.16666667         -0.06013336                -0.06232793            0.19897854                  0.19138483        7.00000000
    SCEL2_2_1_1_0_0_0/495         1        0.16666667         -0.01095869                0.00186903             0.24815321                  0.25558179        7.00000000
    SCEL2_2_1_1_0_0_0/496         1        0.16666667         -0.02918723                -0.01635787            0.22992467                  0.23735489        7.00000000
    SCEL2_2_1_1_0_0_0/497         1        0.16666667         -0.01434377                0.01151752             0.24476813                  0.26523028        7.00000000
    SCEL2_2_1_1_0_0_0/499         1        0.16666667         -0.04740150                -0.04802511            0.21171040                  0.20568765        7.00000000
    SCEL2_2_1_1_0_0_0/5           1        0.75000000         -0.00635793                -0.01204627            0.22905617                  0.17633908        3.50000000
    SCEL2_2_1_1_0_0_0/50          1        0.75000000         -0.03968420                -0.03337046            0.19572989                  0.15501489        3.50000000
    SCEL2_2_1_1_0_0_0/500         1        0.16666667         0.01652699                 0.02034178             0.27563889                  0.27405454        7.00000000
    SCEL2_2_1_1_0_0_0/502         1        0.16666667         0.07664580                 0.08211234             0.33575770                  0.33582510        7.00000000
    SCEL2_2_1_1_0_0_0/503         1        0.16666667         0.00923052                 0.01555697             0.26834242                  0.26926973        7.00000000
    SCEL2_2_1_1_0_0_0/504         1        0.16666667         -0.05989218                -0.05355636            0.19921972                  0.20015640        7.00000000
    SCEL2_2_1_1_0_0_0/505         1        0.16666667         -0.00537622                0.01580336             0.25373568                  0.26951612        7.00000000
    SCEL2_2_1_1_0_0_0/506         1        0.16666667         0.05836187                 0.03303929             0.31747377                  0.28675204        7.00000000
    SCEL2_2_1_1_0_0_0/507         1        0.16666667         0.00441716                 0.03111208             0.26352906                  0.28482484        7.00000000
    SCEL2_2_1_1_0_0_0/508         1        0.16666667         0.01078563                 0.01588715             0.26989753                  0.26959991        7.00000000
    SCEL2_2_1_1_0_0_0/509         1        0.16666667         0.02136846                 0.02055569             0.28048036                  0.27426845        7.00000000
    SCEL2_2_1_1_0_0_0/51          1        0.75000000         0.05888906                 0.06907894             0.29430316                  0.25746429        3.50000000
    SCEL2_2_1_1_0_0_0/510         1        0.16666667         0.00701126                 0.02085702             0.26612316                  0.27456978        7.00000000
    SCEL2_2_1_1_0_0_0/511         1        0.16666667         -0.04097836                -0.02644818            0.21813354                  0.22726458        7.00000000
    SCEL2_2_1_1_0_0_0/512         1        0.16666667         -0.03028149                -0.04317128            0.22883041                  0.21054148        7.00000000
    SCEL2_2_1_1_0_0_0/513         1        0.16666667         -0.04121477                -0.01164942            0.21789713                  0.24206334        7.00000000
    SCEL2_2_1_1_0_0_0/514         1        0.16666667         -0.04683212                -0.04820070            0.21227978                  0.20551206        7.00000000
    SCEL2_2_1_1_0_0_0/515         1        0.16666667         -0.02078962                -0.03641454            0.23832228                  0.21729822        7.00000000
    SCEL2_2_1_1_0_0_0/516         1        0.16666667         -0.03749754                -0.04218375            0.22161436                  0.21152901        7.00000000
    SCEL2_2_1_1_0_0_0/518         1        0.16666667         -0.07471545                -0.10134302            0.18439645                  0.15236974        7.00000000
    SCEL2_2_1_1_0_0_0/519         1        0.16666667         0.04212020                 0.00336839             0.30123210                  0.25708115        7.00000000
    SCEL2_2_1_1_0_0_0/520         1        0.16666667         -0.02693219                -0.01616574            0.23217971                  0.23754702        7.00000000
    SCEL2_2_1_1_0_0_0/521         1        0.16666667         0.01194785                 0.01316757             0.27105975                  0.26688033        7.00000000
    SCEL2_2_1_1_0_0_0/522         1        0.16666667         0.00329457                 0.02854056             0.26240647                  0.28225332        7.00000000
    SCEL2_2_1_1_0_0_0/523         1        0.16666667         -0.02550928                -0.03229134            0.23360262                  0.22142142        7.00000000
    SCEL2_2_1_1_0_0_0/524         1        0.16666667         -0.12056020                -0.13314076            0.13855170                  0.12057200        7.00000000
    SCEL2_2_1_1_0_0_0/525         1        0.33333333         0.17000931                 0.15505313             0.68823715                  0.66247865        6.00000000
    SCEL2_2_1_1_0_0_0/526         1        0.33333333         0.16982782                 0.13053996             0.68805565                  0.63796548        6.00000000
    SCEL2_2_1_1_0_0_0/527         1        0.33333333         0.04582508                 0.05274780             0.56405291                  0.56017332        6.00000000
    SCEL2_2_1_1_0_0_0/528         1        0.33333333         0.04267671                 0.02200640             0.56090455                  0.52943192        6.00000000
    SCEL2_2_1_1_0_0_0/529         1        0.33333333         -0.00656002                -0.00068694            0.51166782                  0.50673858        6.00000000
    SCEL2_2_1_1_0_0_0/53          1        0.75000000         0.15633623                 0.17135599             0.39175032                  0.35974134        3.50000000
    SCEL2_2_1_1_0_0_0/530         1        0.33333333         -0.03078144                -0.03919564            0.48744640                  0.46822988        6.00000000
    SCEL2_2_1_1_0_0_0/531         1        0.33333333         0.00901936                 -0.01448859            0.52724719                  0.49293693        6.00000000
    SCEL2_2_1_1_0_0_0/532         1        0.33333333         0.14623801                 0.13509297             0.66446584                  0.64251849        6.00000000
    SCEL2_2_1_1_0_0_0/533         1        0.33333333         -0.05349329                -0.05031714            0.46473454                  0.45710838        6.00000000
    SCEL2_2_1_1_0_0_0/534         1        0.33333333         0.01078473                 -0.00500128            0.52901256                  0.50242424        6.00000000
    SCEL2_2_1_1_0_0_0/535         1        0.33333333         0.15462494                 0.14210452             0.67285277                  0.64953004        6.00000000
    SCEL2_2_1_1_0_0_0/536         1        0.33333333         0.07400021                 0.04753076             0.59222805                  0.55495628        6.00000000
    SCEL2_2_1_1_0_0_0/538         1        0.33333333         0.09831269                 0.09326253             0.61654052                  0.60068805        6.00000000
    SCEL2_2_1_1_0_0_0/539         1        0.33333333         0.02754055                 0.03440238             0.54576839                  0.54182790        6.00000000
    SCEL2_2_1_1_0_0_0/54          1        0.75000000         0.01734849                 0.01051672             0.25276259                  0.19890207        3.50000000
    SCEL2_2_1_1_0_0_0/540         1        0.33333333         0.00214786                 0.00429319             0.52037569                  0.51171871        6.00000000
    SCEL2_2_1_1_0_0_0/541         1        0.33333333         0.16454736                 0.18954339             0.68277519                  0.69696891        6.00000000
    SCEL2_2_1_1_0_0_0/542         1        0.33333333         0.03642998                 0.02232387             0.55465781                  0.52974939        6.00000000
    SCEL2_2_1_1_0_0_0/543         1        0.33333333         0.20233917                 0.21357744             0.72056701                  0.72100296        6.00000000
    SCEL2_2_1_1_0_0_0/544         1        0.33333333         0.05149035                 0.04827923             0.56971818                  0.55570475        6.00000000
    SCEL2_2_1_1_0_0_0/545         1        0.33333333         0.04816227                 0.04700930             0.56639010                  0.55443482        6.00000000
    SCEL2_2_1_1_0_0_0/546         1        0.33333333         0.14988664                 0.13041293             0.66811447                  0.63783845        6.00000000
    SCEL2_2_1_1_0_0_0/547         1        0.33333333         0.06918725                 0.03526039             0.58741508                  0.54268591        6.00000000
    SCEL2_2_1_1_0_0_0/548         1        0.33333333         -0.03694391                -0.03292837            0.48128393                  0.47449715        6.00000000
    SCEL2_2_1_1_0_0_0/549         1        0.33333333         0.07526502                 0.07006341             0.59349286                  0.57748893        6.00000000
    SCEL2_2_1_1_0_0_0/550         1        0.33333333         0.08320961                 0.05542293             0.60143744                  0.56284845        6.00000000
    SCEL2_2_1_1_0_0_0/551         1        0.33333333         0.19248436                 0.18994173             0.71071219                  0.69736725        6.00000000
    SCEL2_2_1_1_0_0_0/552         1        0.33333333         0.05212997                 0.04688812             0.57035780                  0.55431364        6.00000000
    SCEL2_2_1_1_0_0_0/553         1        0.33333333         0.18959582                 0.19271507             0.70782365                  0.70014059        6.00000000
    SCEL2_2_1_1_0_0_0/555         1        0.33333333         -0.08706533                -0.07677121            0.43116250                  0.43065431        6.00000000
    SCEL2_2_1_1_0_0_0/556         1        0.33333333         0.21712678                 0.22779632             0.73535462                  0.73522184        6.00000000
    SCEL2_2_1_1_0_0_0/557         1        0.33333333         0.03544985                 0.01436887             0.55367768                  0.52179439        6.00000000
    SCEL2_2_1_1_0_0_0/558         1        0.33333333         0.02212748                 0.03614273             0.54035531                  0.54356825        6.00000000
    SCEL2_2_1_1_0_0_0/559         1        0.33333333         -0.01726836                -0.01855832            0.50095947                  0.48886720        6.00000000
    SCEL2_2_1_1_0_0_0/56          1        0.75000000         0.17263174                 0.18263372             0.40804583                  0.37101907        3.50000000
    SCEL2_2_1_1_0_0_0/561         1        0.33333333         0.03349605                 0.03237516             0.55172389                  0.53980068        6.00000000
    SCEL2_2_1_1_0_0_0/562         1        0.33333333         0.07091377                 0.08957271             0.58914160                  0.59699823        6.00000000
    SCEL2_2_1_1_0_0_0/563         1        0.33333333         0.02261207                 0.01475408             0.54083990                  0.52217960        6.00000000
    SCEL2_2_1_1_0_0_0/564         1        0.33333333         0.10970323                 0.11452282             0.62793106                  0.62194834        6.00000000
    SCEL2_2_1_1_0_0_0/566         1        0.33333333         0.11519836                 0.11402216             0.63342619                  0.62144768        6.00000000
    SCEL2_2_1_1_0_0_0/567         1        0.33333333         0.04254796                 0.05218922             0.56077579                  0.55961474        6.00000000
    SCEL2_2_1_1_0_0_0/568         1        0.33333333         0.02873521                 0.01568122             0.54696304                  0.52310674        6.00000000
    SCEL2_2_1_1_0_0_0/569         1        0.33333333         -0.05085664                -0.05474721            0.46737119                  0.45267831        6.00000000
    SCEL2_2_1_1_0_0_0/57          1        0.75000000         0.08023362                 0.07733724             0.31564772                  0.26572259        3.50000000
    SCEL2_2_1_1_0_0_0/570         1        0.33333333         -0.02743249                -0.03740265            0.49079534                  0.47002287        6.00000000
    SCEL2_2_1_1_0_0_0/571         1        0.33333333         0.19149787                 0.19211545             0.70972570                  0.69954097        6.00000000
    SCEL2_2_1_1_0_0_0/572         1        0.33333333         0.06259701                 0.08671214             0.58082484                  0.59413766        6.00000000
    SCEL2_2_1_1_0_0_0/573         1        0.33333333         0.22711289                 0.23294531             0.74534073                  0.74037083        6.00000000
    SCEL2_2_1_1_0_0_0/574         1        0.33333333         0.13783214                 0.13035084             0.65605998                  0.63777636        6.00000000
    SCEL2_2_1_1_0_0_0/575         1        0.33333333         0.08365695                 0.10396022             0.60188478                  0.61138574        6.00000000
    SCEL2_2_1_1_0_0_0/576         1        0.33333333         0.06814983                 0.06385007             0.58637766                  0.57127559        6.00000000
    SCEL2_2_1_1_0_0_0/577         1        0.33333333         0.07937954                 0.10268892             0.59760737                  0.61011444        6.00000000
    SCEL2_2_1_1_0_0_0/578         1        0.33333333         -0.01076582                -0.03527215            0.50746201                  0.47215337        6.00000000
    SCEL2_2_1_1_0_0_0/579         1        0.33333333         0.04171066                 0.05021988             0.55993849                  0.55764540        6.00000000
    SCEL2_2_1_1_0_0_0/58          1        0.75000000         0.13826705                 0.12736011             0.37368114                  0.31574546        3.50000000
    SCEL2_2_1_1_0_0_0/581         1        0.33333333         0.03234611                 0.02485701             0.55057394                  0.53228253        6.00000000
    SCEL2_2_1_1_0_0_0/582         1        0.33333333         -0.02310771                0.00285832             0.49512013                  0.51028384        6.00000000
    SCEL2_2_1_1_0_0_0/583         1        0.33333333         -0.02292246                -0.02318417            0.49530537                  0.48424135        6.00000000
    SCEL2_2_1_1_0_0_0/584         1        0.33333333         -0.09012426                -0.09452578            0.42810357                  0.41289974        6.00000000
    SCEL2_2_1_1_0_0_0/585         1        0.33333333         0.11063924                 0.09646609             0.62886708                  0.60389161        6.00000000
    SCEL2_2_1_1_0_0_0/586         1        0.33333333         -0.05811388                -0.04416340            0.46011395                  0.46326212        6.00000000
    SCEL2_2_1_1_0_0_0/587         1        0.33333333         0.02544293                 0.01997256             0.54367076                  0.52739808        6.00000000
    SCEL2_2_1_1_0_0_0/588         1        0.33333333         0.17657268                 0.18662059             0.69480051                  0.69404611        6.00000000
    SCEL2_2_1_1_0_0_0/589         1        0.66666667         0.13636024                 0.15486401             0.45024430                  0.40705739        4.00000000
    SCEL2_2_1_1_0_0_0/59          1        0.75000000         0.05510742                 0.03821871             0.29052151                  0.22660406        3.50000000
    SCEL2_2_1_1_0_0_0/590         1        0.66666667         0.17958404                 0.18115605             0.49346809                  0.43334944        4.00000000
    SCEL2_2_1_1_0_0_0/591         1        0.66666667         0.04399363                 0.02895271             0.35787768                  0.28114609        4.00000000
    SCEL2_2_1_1_0_0_0/592         1        0.66666667         0.06208099                 0.07610402             0.37596504                  0.32829740        4.00000000
    SCEL2_2_1_1_0_0_0/593         1        0.66666667         -0.00686347                -0.03214756            0.30702059                  0.22004582        4.00000000
    SCEL2_2_1_1_0_0_0/594         1        0.66666667         -0.00090689                -0.00546126            0.31297716                  0.24673212        4.00000000
    SCEL2_2_1_1_0_0_0/595         1        0.66666667         0.01979631                 0.02778745             0.33368037                  0.27998083        4.00000000
    SCEL2_2_1_1_0_0_0/596         1        0.66666667         0.13409801                 0.12712001             0.44798207                  0.37931340        4.00000000
    SCEL2_2_1_1_0_0_0/597         1        0.66666667         -0.05771836                -0.06441190            0.25616569                  0.18778148        4.00000000
    SCEL2_2_1_1_0_0_0/598         1        0.66666667         0.01601808                 -0.00672690            0.32990213                  0.24546649        4.00000000
    SCEL2_2_1_1_0_0_0/599         1        0.66666667         0.21305765                 0.21239648             0.52694170                  0.46458986        4.00000000
    SCEL2_2_1_1_0_0_0/6           1        0.75000000         0.13025065                 0.14456034             0.36566475                  0.33294569        3.50000000
    SCEL2_2_1_1_0_0_0/60          1        0.75000000         0.10813074                 0.09463855             0.34354484                  0.28302390        3.50000000
    SCEL2_2_1_1_0_0_0/600         1        0.66666667         0.05848504                 0.05400497             0.37236909                  0.30619836        4.00000000
    SCEL2_2_1_1_0_0_0/601         1        0.66666667         -0.05279179                -0.05405140            0.26109227                  0.19814198        4.00000000
    SCEL2_2_1_1_0_0_0/602         1        0.66666667         0.11226499                 0.11763218             0.42614904                  0.36982557        4.00000000
    SCEL2_2_1_1_0_0_0/603         1        0.66666667         0.09225675                 0.08905647             0.40614080                  0.34124985        4.00000000
    SCEL2_2_1_1_0_0_0/604         1        0.66666667         0.02693838                 0.03945463             0.34082243                  0.29164801        4.00000000
    SCEL2_2_1_1_0_0_0/605         1        0.66666667         0.17447291                 0.19512872             0.48835696                  0.44732211        4.00000000
    SCEL2_2_1_1_0_0_0/606         1        0.66666667         0.00927074                 0.00622047             0.32315480                  0.25841385        4.00000000
    SCEL2_2_1_1_0_0_0/607         1        0.66666667         0.19774882                 0.18746064             0.51163287                  0.43965402        4.00000000
    SCEL2_2_1_1_0_0_0/608         1        0.66666667         0.01953679                 0.03938213             0.33342085                  0.29157552        4.00000000
    SCEL2_2_1_1_0_0_0/609         1        0.66666667         0.09675177                 0.10242389             0.41063582                  0.35461728        4.00000000
    SCEL2_2_1_1_0_0_0/61          1        0.75000000         0.04864138                 0.05837049             0.28405548                  0.24675584        3.50000000
    SCEL2_2_1_1_0_0_0/610         1        0.66666667         0.12458559                 0.10397737             0.43846964                  0.35617076        4.00000000
    SCEL2_2_1_1_0_0_0/611         1        0.66666667         0.10282417                 0.11637942             0.41670823                  0.36857280        4.00000000
    SCEL2_2_1_1_0_0_0/612         1        0.66666667         -0.05644282                -0.05592777            0.25744124                  0.19626562        4.00000000
    SCEL2_2_1_1_0_0_0/613         1        0.66666667         0.08824450                 0.07354218             0.40212855                  0.32573556        4.00000000
    SCEL2_2_1_1_0_0_0/614         1        0.66666667         0.10289413                 0.08208259             0.41677819                  0.33427597        4.00000000
    SCEL2_2_1_1_0_0_0/615         1        0.66666667         0.23812646                 0.22795815             0.55201052                  0.48015153        4.00000000
    SCEL2_2_1_1_0_0_0/616         1        0.66666667         0.07624596                 0.06665781             0.39013001                  0.31885119        4.00000000
    SCEL2_2_1_1_0_0_0/617         1        0.66666667         0.18108788                 0.18549187             0.49497193                  0.43768525        4.00000000
    SCEL2_2_1_1_0_0_0/619         1        0.66666667         0.24819695                 0.24586970             0.56208100                  0.49806309        4.00000000
    SCEL2_2_1_1_0_0_0/62          1        0.75000000         0.06738789                 0.06117415             0.30280199                  0.24955950        3.50000000
    SCEL2_2_1_1_0_0_0/620         1        0.66666667         0.04719723                 0.05664802             0.36108129                  0.30884140        4.00000000
    SCEL2_2_1_1_0_0_0/621         1        0.66666667         0.07948031                 0.07994449             0.39336436                  0.33213787        4.00000000
    SCEL2_2_1_1_0_0_0/622         1        0.66666667         0.00977160                 -0.00456308            0.32365565                  0.24763031        4.00000000
    SCEL2_2_1_1_0_0_0/623         1        0.66666667         0.22382080                 0.22079527             0.53770485                  0.47298865        4.00000000
    SCEL2_2_1_1_0_0_0/624         1        0.66666667         -0.00063440                0.01947407             0.31324965                  0.27166746        4.00000000
    SCEL2_2_1_1_0_0_0/625         1        0.66666667         0.08972488                 0.10209556             0.40360894                  0.35428894        4.00000000
    SCEL2_2_1_1_0_0_0/626         1        0.66666667         0.03864638                 0.03485058             0.35253044                  0.28704397        4.00000000
    SCEL2_2_1_1_0_0_0/627         1        0.66666667         0.01555539                 0.00678800             0.32943944                  0.25898138        4.00000000
    SCEL2_2_1_1_0_0_0/628         1        0.66666667         0.16735172                 0.14467943             0.48123577                  0.39687282        4.00000000
    SCEL2_2_1_1_0_0_0/629         1        0.66666667         0.08887280                 0.04833874             0.40275685                  0.30053212        4.00000000
    SCEL2_2_1_1_0_0_0/63          1        0.75000000         0.06544023                 0.06117415             0.30085432                  0.24955950        3.50000000
    SCEL2_2_1_1_0_0_0/630         1        0.66666667         0.05948732                 0.06725679             0.37337138                  0.31945017        4.00000000
    SCEL2_2_1_1_0_0_0/631         1        0.66666667         -0.01935156                -0.02159492            0.29453249                  0.23059846        4.00000000
    SCEL2_2_1_1_0_0_0/632         1        0.66666667         -0.00086773                0.00664972             0.31301632                  0.25884310        4.00000000
    SCEL2_2_1_1_0_0_0/633         1        0.66666667         0.20216660                 0.19055250             0.51605066                  0.44274589        4.00000000
    SCEL2_2_1_1_0_0_0/634         1        0.66666667         0.12986964                 0.12680879             0.44375369                  0.37900218        4.00000000
    SCEL2_2_1_1_0_0_0/635         1        0.66666667         0.26248676                 0.26207369             0.57637082                  0.51426708        4.00000000
    SCEL2_2_1_1_0_0_0/636         1        0.66666667         0.18411608                 0.15310873             0.49800014                  0.40530211        4.00000000
    SCEL2_2_1_1_0_0_0/637         1        0.66666667         0.08509408                 0.11535645             0.39897814                  0.36754983        4.00000000
    SCEL2_2_1_1_0_0_0/638         1        0.66666667         0.07747331                 0.06015265             0.39135737                  0.31234603        4.00000000
    SCEL2_2_1_1_0_0_0/639         1        0.66666667         0.15991406                 0.14474584             0.47379811                  0.39693922        4.00000000
    SCEL2_2_1_1_0_0_0/64          1        0.75000000         -0.04818409                -0.04464387            0.18723001                  0.14374148        3.50000000
    SCEL2_2_1_1_0_0_0/640         1        0.66666667         -0.00425690                -0.01274677            0.30962716                  0.23944662        4.00000000
    SCEL2_2_1_1_0_0_0/642         1        0.66666667         0.00965094                 0.02994762             0.32353499                  0.28214100        4.00000000
    SCEL2_2_1_1_0_0_0/643         1        0.66666667         -0.00912937                0.01590344             0.30475468                  0.26809682        4.00000000
    SCEL2_2_1_1_0_0_0/645         1        0.66666667         -0.01496343                -0.00766515            0.29892063                  0.24452824        4.00000000
    SCEL2_2_1_1_0_0_0/646         1        0.66666667         0.04830189                 0.04275166             0.36218594                  0.29494504        4.00000000
    SCEL2_2_1_1_0_0_0/647         1        0.66666667         0.22911395                 0.21913161             0.54299801                  0.47132499        4.00000000
    SCEL2_2_1_1_0_0_0/65          1        0.58333333         -0.08457064                -0.09442522            0.30778338                  0.22157619        4.50000000
    SCEL2_2_1_1_0_0_0/658         1        1.00000000         0.68572258                 0.69632528             0.68572680                  0.69328653        2.00000000
    SCEL2_2_1_1_0_0_0/66          1        0.58333333         -0.04335496                -0.03637788            0.34899905                  0.27962354        4.50000000
    SCEL2_2_1_1_0_0_0/662         1        1.00000000         0.85313540                 0.88683430             0.85313961                  0.88379555        2.00000000
    SCEL2_2_1_1_0_0_0/665         1        1.00000000         0.89069329                 0.92432731             0.89069750                  0.92128856        2.00000000
    SCEL2_2_1_1_0_0_0/669         1        1.00000000         0.82717813                 0.80600152             0.82718235                  0.80296277        2.00000000
    SCEL2_2_1_1_0_0_0/67          1        0.58333333         0.24374053                 0.22813975             0.63609455                  0.54414117        4.50000000
    SCEL2_2_1_1_0_0_0/68          1        0.58333333         0.23692580                 0.22790313             0.62927981                  0.54390455        4.50000000
    SCEL2_2_1_1_0_0_0/680         1        1.00000000         0.88567812                 0.94209858             0.88568233                  0.93905983        2.00000000
    SCEL2_2_1_1_0_0_0/685         1        1.00000000         0.92651511                 0.92494482             0.92651932                  0.92190607        2.00000000
    SCEL2_2_1_1_0_0_0/686         1        1.00000000         0.92034221                 0.94432511             0.92034642                  0.94128636        2.00000000
    SCEL2_2_1_1_0_0_0/69          1        0.58333333         0.01386812                 0.01093832             0.40622214                  0.32693974        4.50000000
    SCEL2_2_1_1_0_0_0/7           1        0.75000000         0.03376652                 0.03610712             0.26918062                  0.22449247        3.50000000
    SCEL2_2_1_1_0_0_0/70          1        0.58333333         0.03990860                 0.07009527             0.43226261                  0.38609669        4.50000000
    SCEL2_2_1_1_0_0_0/71          1        0.58333333         0.02543006                 0.04611001             0.41778407                  0.36211142        4.50000000
    SCEL2_2_1_1_0_0_0/72          1        0.58333333         0.00632797                 -0.00094232            0.39868198                  0.31505910        4.50000000
    SCEL2_2_1_1_0_0_0/73          1        0.58333333         0.09771035                 0.07990517             0.49006437                  0.39590659        4.50000000
    SCEL2_2_1_1_0_0_0/74          1        0.58333333         0.01540955                 0.00680538             0.40776356                  0.32280680        4.50000000
    SCEL2_2_1_1_0_0_0/75          1        0.58333333         -0.02757698                -0.03207124            0.36477704                  0.28393018        4.50000000
    SCEL2_2_1_1_0_0_0/76          1        0.58333333         0.02426030                 0.02022720             0.41661431                  0.33622862        4.50000000
    SCEL2_2_1_1_0_0_0/77          1        0.58333333         0.19893874                 0.18702094             0.59129275                  0.50302236        4.50000000
    SCEL2_2_1_1_0_0_0/79          1        0.58333333         0.04436675                 0.04510450             0.43672076                  0.36110592        4.50000000
    SCEL2_2_1_1_0_0_0/8           1        0.75000000         -0.05175561                -0.03403997            0.18365849                  0.15434538        3.50000000
    SCEL2_2_1_1_0_0_0/80          1        0.58333333         0.27187912                 0.27298395             0.66423314                  0.58898537        4.50000000
    SCEL2_2_1_1_0_0_0/81          1        0.58333333         0.04392452                 0.06815512             0.43627853                  0.38415654        4.50000000
    SCEL2_2_1_1_0_0_0/82          1        0.58333333         0.06017904                 0.05006074             0.45253305                  0.36606216        4.50000000
    SCEL2_2_1_1_0_0_0/83          1        0.58333333         0.03818113                 0.07480530             0.43053514                  0.39080672        4.50000000
    SCEL2_2_1_1_0_0_0/84          1        0.58333333         -0.04708838                -0.06857084            0.34526564                  0.24743058        4.50000000
    SCEL2_2_1_1_0_0_0/85          1        0.58333333         0.03637966                 0.07008953             0.42873367                  0.38609095        4.50000000
    SCEL2_2_1_1_0_0_0/86          1        0.58333333         -0.02498190                -0.03238126            0.36737211                  0.28362016        4.50000000
    SCEL2_2_1_1_0_0_0/87          1        0.58333333         0.08891993                 0.08470970             0.48127394                  0.40071112        4.50000000
    SCEL2_2_1_1_0_0_0/88          1        0.58333333         0.21802771                 0.22207477             0.61038172                  0.53807618        4.50000000
    SCEL2_2_1_1_0_0_0/89          1        0.58333333         0.17048516                 0.16586944             0.56283917                  0.48187086        4.50000000
    SCEL2_2_1_1_0_0_0/9           1        0.75000000         0.04027988                 0.03350067             0.27569398                  0.22188602        3.50000000
    SCEL2_2_1_1_0_0_0/90          1        0.58333333         0.02208751                 0.06983311             0.41444152                  0.38583453        4.50000000
    SCEL2_2_1_1_0_0_0/91          1        0.58333333         0.07723176                 0.09084610             0.46958577                  0.40684752        4.50000000
    SCEL2_2_1_1_0_0_0/92          1        0.58333333         0.09891919                 0.09906612             0.49127321                  0.41506753        4.50000000
    SCEL2_2_1_1_0_0_0/93          1        0.58333333         0.14428236                 0.13073386             0.53663638                  0.44673528        4.50000000
    SCEL2_2_1_1_0_0_0/94          1        0.58333333         0.05686408                 0.05751038             0.44921809                  0.37351180        4.50000000
    SCEL2_2_1_1_0_0_0/95          1        0.58333333         0.13229317                 0.12217013             0.52464719                  0.43817155        4.50000000
    SCEL2_2_1_1_0_0_0/96          1        0.58333333         -0.07928733                -0.07214096            0.31306669                  0.24386046        4.50000000
